customer_id,snapshot_date,country,orders_last_window,revenue_last_window,recency_days,customer_age_days,predicted_churn_probability,predicted_churn
13967,2011-09-10 12:50:00,United Kingdom,1,80.7,55,305,0.7885142603088587,1
14768,2011-09-10 12:50:00,United Kingdom,1,133.20000000000002,36,36,0.7880850551645494,1
14795,2011-09-10 12:50:00,United Kingdom,1,131.45000000000002,75,75,0.7867196481662883,1
12968,2011-09-10 12:50:00,United Kingdom,1,135.95,21,21,0.7825885964306009,1
13058,2011-09-10 12:50:00,United Kingdom,1,47.550000000000004,61,61,0.7824800251503894,1
14393,2011-09-10 12:50:00,United Kingdom,1,67.95,127,127,0.7807066406534034,1
12814,2011-09-10 12:50:00,Poland,1,125.92,11,11,0.7767332516591156,1
13917,2011-09-10 12:50:00,United Kingdom,1,65.38,101,101,0.7747613293126684,1
18072,2011-09-10 12:50:00,United Kingdom,1,247.44,95,95,0.7743174580258815,1
16659,2011-09-10 12:50:00,United Kingdom,1,39.12,98,98,0.7732614818124744,1
16144,2011-09-10 12:50:00,United Kingdom,1,175.2,156,156,0.7702877748374267,1
16093,2011-09-10 12:50:00,United Kingdom,1,17.0,16,16,0.7698059276081931,1
17956,2011-09-10 12:50:00,United Kingdom,1,12.75,158,158,0.7696751312408765,1
16610,2011-09-10 12:50:00,United Kingdom,1,75.66,128,128,0.7693392903410746,1
14495,2011-09-10 12:50:00,United Kingdom,1,40.599999999999994,30,569,0.7681963397906489,1
16849,2011-09-10 12:50:00,United Kingdom,1,124.57,96,96,0.7664993920516873,1
14066,2011-09-10 12:50:00,United Kingdom,1,152.55,176,176,0.7653597923612144,1
17443,2011-09-10 12:50:00,Canada,1,534.24,129,129,0.7650541524553238,1
15083,2011-09-10 12:50:00,United Kingdom,1,88.2,166,166,0.7650144242696717,1
13130,2011-09-10 12:50:00,United Kingdom,1,64.0,3,3,0.76267737517238,1
15178,2011-09-10 12:50:00,United Kingdom,1,40.5,169,169,0.7620421157086099,1
16055,2011-09-10 12:50:00,United Kingdom,1,134.8,130,130,0.7615234335956725,1
13570,2011-09-10 12:50:00,United Kingdom,1,239.49,152,152,0.760093239566417,1
17844,2011-09-10 12:50:00,Canada,1,51.559999999999995,16,16,0.7595154174646392,1
16114,2011-09-10 12:50:00,United Kingdom,1,135.75000000000003,80,80,0.7590485293834448,1
13023,2011-09-10 12:50:00,United Kingdom,1,336.40000000000003,39,438,0.758770620720326,1
15469,2011-09-10 12:50:00,United Kingdom,1,304.3,29,348,0.7585157446059042,1
16149,2011-09-10 12:50:00,United Kingdom,1,163.68,51,338,0.7580727382107494,1
14155,2011-09-10 12:50:00,United Kingdom,1,118.75,175,175,0.7568836047570089,1
12851,2011-09-10 12:50:00,United Kingdom,1,131.81,6,386,0.7549710711499005,1
12864,2011-09-10 12:50:00,United Kingdom,1,147.12,47,417,0.7541468141352962,1
13991,2011-09-10 12:50:00,United Kingdom,1,126.35,52,52,0.7528230398638979,1
17972,2011-09-10 12:50:00,United Kingdom,1,135.19,151,151,0.752593386474638,1
16617,2011-09-10 12:50:00,United Kingdom,1,151.85,145,145,0.7523278027160364,1
14960,2011-09-10 12:50:00,United Kingdom,1,88.3,80,80,0.7517713276432105,1
14117,2011-09-10 12:50:00,United Kingdom,1,90.0,53,53,0.7499370411565827,1
13867,2011-09-10 12:50:00,United Kingdom,1,138.85,127,127,0.7495008591715616,1
14259,2011-09-10 12:50:00,United Kingdom,1,120.0,51,51,0.7485695259698434,1
15408,2011-09-10 12:50:00,United Kingdom,1,267.18,173,173,0.7485516201026674,1
18040,2011-09-10 12:50:00,United Kingdom,1,239.0,155,155,0.7478318999563902,1
15374,2011-09-10 12:50:00,United Kingdom,1,168.0,38,534,0.7469615794108091,1
14697,2011-09-10 12:50:00,United Kingdom,2,188.60999999999999,127,127,0.7466088866877905,1
18224,2011-09-10 12:50:00,United Kingdom,1,158.95000000000002,173,173,0.7462844314030982,1
13099,2011-09-10 12:50:00,United Kingdom,1,207.35999999999999,8,8,0.7447680920846835,1
17166,2011-09-10 12:50:00,United Kingdom,1,127.59,113,113,0.7434617516028335,1
17455,2011-09-10 12:50:00,United Kingdom,1,131.7,113,113,0.7427877456736225,1
15528,2011-09-10 12:50:00,United Kingdom,1,229.33,163,163,0.7427337489140949,1
13678,2011-09-10 12:50:00,United Kingdom,1,232.6,61,61,0.7419598112206138,1
14632,2011-09-10 12:50:00,United Kingdom,1,114.56,172,172,0.7418029817184333,1
17948,2011-09-10 12:50:00,United Kingdom,1,358.56000000000006,56,56,0.7416588878854194,1
13669,2011-09-10 12:50:00,United Kingdom,1,48.150000000000006,59,316,0.7409018261267902,1
17331,2011-09-10 12:50:00,United Kingdom,1,175.2,33,33,0.7408803834760073,1
14287,2011-09-10 12:50:00,United Kingdom,2,83.28,108,108,0.7401627458884699,1
13189,2011-09-10 12:50:00,United Kingdom,1,127.0,24,24,0.7397541152187446,1
12604,2011-09-10 12:50:00,France,1,178.5,171,171,0.7397096520727281,1
16319,2011-09-10 12:50:00,United Kingdom,1,404.40000000000003,127,127,0.7395688942736669,1
17660,2011-09-10 12:50:00,United Kingdom,1,178.75,50,646,0.7393071056359628,1
13716,2011-09-10 12:50:00,United Kingdom,1,138.28,178,178,0.7389055621053315,1
13379,2011-09-10 12:50:00,United Kingdom,1,136.29,46,46,0.7366959948209382,1
17733,2011-09-10 12:50:00,United Kingdom,1,216.95000000000002,171,171,0.7366478947445031,1
17263,2011-09-10 12:50:00,United Kingdom,1,63.440000000000005,117,117,0.7364860611411889,1
14840,2011-09-10 12:50:00,United Kingdom,1,62.85,177,448,0.7359163105209512,1
13132,2011-09-10 12:50:00,United Kingdom,1,77.3,171,171,0.7356308646493119,1
17250,2011-09-10 12:50:00,United Kingdom,1,162.65,170,170,0.7351104791757548,1
12902,2011-09-10 12:50:00,United Kingdom,1,138.68,174,174,0.734966633109322,1
15663,2011-09-10 12:50:00,United Kingdom,1,138.14,15,15,0.7346344649173097,1
14762,2011-09-10 12:50:00,United Kingdom,1,300.52,173,535,0.7344234472316695,1
12506,2011-09-10 12:50:00,France,1,73.5,142,142,0.7340830740259064,1
13950,2011-09-10 12:50:00,United Kingdom,1,179.30999999999997,156,156,0.7338192886604519,1
15517,2011-09-10 12:50:00,United Kingdom,1,267.03,142,142,0.7335845362842638,1
18010,2011-09-10 12:50:00,United Kingdom,1,174.8,166,166,0.7331232796316502,1
16804,2011-09-10 12:50:00,United Kingdom,1,118.05,179,179,0.7330049034523163,1
13072,2011-09-10 12:50:00,United Kingdom,1,177.15,176,176,0.7328799760045381,1
13229,2011-09-10 12:50:00,United Kingdom,1,160.95,135,135,0.7327148623501216,1
14340,2011-09-10 12:50:00,United Kingdom,1,134.7,128,128,0.7326679094399062,1
15801,2011-09-10 12:50:00,United Kingdom,1,137.22,19,19,0.7325239661664757,1
16739,2011-09-10 12:50:00,United Kingdom,1,323.0,86,446,0.7324872656841175,1
12548,2011-09-10 12:50:00,Spain,1,95.19999999999999,75,75,0.7324336420102506,1
14128,2011-09-10 12:50:00,United Kingdom,1,305.54,165,460,0.7320033308533265,1
14660,2011-09-10 12:50:00,United Kingdom,1,128.95,10,10,0.7317882268682102,1
14348,2011-09-10 12:50:00,United Kingdom,1,409.57,169,169,0.7317512187799374,1
16641,2011-09-10 12:50:00,United Kingdom,1,231.10000000000002,15,611,0.7316080450289746,1
15244,2011-09-10 12:50:00,United Kingdom,1,297.94,157,575,0.7315078935931201,1
14536,2011-09-10 12:50:00,United Kingdom,1,170.95,169,169,0.731002735116977,1
15256,2011-09-10 12:50:00,United Kingdom,1,98.45,58,471,0.7309281740246966,1
17906,2011-09-10 12:50:00,United Kingdom,1,72.9,156,156,0.7302192925339173,1
17266,2011-09-10 12:50:00,United Kingdom,1,113.06,57,550,0.729741896050579,1
13106,2011-09-10 12:50:00,United Kingdom,1,76.5,42,322,0.7293161629072951,1
16483,2011-09-10 12:50:00,United Kingdom,1,139.35,101,101,0.7290542913579452,1
15578,2011-09-10 12:50:00,United Kingdom,1,127.1,71,71,0.7289211497725862,1
13273,2011-09-10 12:50:00,United Kingdom,1,138.98,22,22,0.7288488131221588,1
14314,2011-09-10 12:50:00,United Kingdom,1,120.0,16,340,0.7287205344953556,1
14059,2011-09-10 12:50:00,United Kingdom,1,183.6,176,176,0.7275894985703544,1
16135,2011-09-10 12:50:00,United Kingdom,1,517.55,172,493,0.7270675674292425,1
12879,2011-09-10 12:50:00,United Kingdom,1,140.5,1,1,0.726579076609798,1
14772,2011-09-10 12:50:00,United Kingdom,1,139.26,21,21,0.7264338096885419,1
17788,2011-09-10 12:50:00,United Kingdom,1,16.7,39,39,0.726048023097106,1
18200,2011-09-10 12:50:00,United Kingdom,1,150.35,15,15,0.7259367221021443,1
18129,2011-09-10 12:50:00,United Kingdom,1,112.55000000000001,152,152,0.7257534888007862,1
14819,2011-09-10 12:50:00,United Kingdom,1,84.72,101,627,0.7256397655245291,1
13441,2011-09-10 12:50:00,United Kingdom,1,296.64,1,341,0.7247832680465167,1
13657,2011-09-10 12:50:00,United Kingdom,1,152.34,111,111,0.7233534129013975,1
18281,2011-09-10 12:50:00,United Kingdom,1,80.82,90,487,0.723301633040312,1
16963,2011-09-10 12:50:00,United Kingdom,1,110.55000000000001,96,96,0.7231374020088053,1
15014,2011-09-10 12:50:00,United Kingdom,1,117.72999999999999,85,85,0.7209983142831111,1
16587,2011-09-10 12:50:00,United Kingdom,1,225.15,141,141,0.7197560505181281,1
14418,2011-09-10 12:50:00,United Kingdom,1,150.44,17,17,0.719383050600249,1
17169,2011-09-10 12:50:00,United Kingdom,1,308.68,92,487,0.718307606195153,1
17678,2011-09-10 12:50:00,United Kingdom,1,298.11,173,512,0.7182879988872606,1
18122,2011-09-10 12:50:00,United Kingdom,1,119.19,60,60,0.7180227108823409,1
16697,2011-09-10 12:50:00,United Kingdom,1,112.75,150,150,0.7180073808438505,1
15438,2011-09-10 12:50:00,United Kingdom,1,156.57999999999998,40,40,0.7179687256025525,1
16201,2011-09-10 12:50:00,United Kingdom,1,303.8,19,325,0.7176795513810968,1
14972,2011-09-10 12:50:00,United Kingdom,1,114.77,37,290,0.7162992713619968,1
17928,2011-09-10 12:50:00,United Kingdom,1,78.25999999999999,155,480,0.7160446240073723,1
13745,2011-09-10 12:50:00,United Kingdom,1,300.04,71,455,0.7160133715337174,1
17960,2011-09-10 12:50:00,United Kingdom,1,73.78,80,551,0.7159256389196698,1
14280,2011-09-10 12:50:00,United Kingdom,1,134.04,106,106,0.7154696276536268,1
15396,2011-09-10 12:50:00,United Kingdom,1,288.18,22,493,0.7154393979170155,1
14859,2011-09-10 12:50:00,United Kingdom,1,296.86,113,464,0.714996735057917,1
15537,2011-09-10 12:50:00,United Kingdom,1,110.92,72,72,0.7149674803813373,1
14453,2011-09-10 12:50:00,United Kingdom,1,119.93,99,99,0.7145137288518126,1
14716,2011-09-10 12:50:00,United Kingdom,1,181.72,58,354,0.7143323617506564,1
17446,2011-09-10 12:50:00,United Kingdom,1,52.800000000000004,86,219,0.7142973261028872,1
12590,2011-09-10 12:50:00,Germany,2,9864.26,120,120,0.713893425972242,1
13972,2011-09-10 12:50:00,United Kingdom,1,145.9,111,111,0.7137796437109012,1
13529,2011-09-10 12:50:00,United Kingdom,1,181.1,114,114,0.7136326068818241,1
17394,2011-09-10 12:50:00,United Kingdom,1,203.86999999999998,128,128,0.7135076403902789,1
14143,2011-09-10 12:50:00,United Kingdom,1,115.8,43,43,0.7134091649570417,1
17489,2011-09-10 12:50:00,United Kingdom,1,208.56,122,122,0.7133713653143325,1
16113,2011-09-10 12:50:00,United Kingdom,1,161.38,92,92,0.7132321202353079,1
15442,2011-09-10 12:50:00,United Kingdom,1,594.0,158,158,0.7125686994957828,1
13244,2011-09-10 12:50:00,United Kingdom,1,121.74000000000001,2,2,0.7125628395418447,1
15118,2011-09-10 12:50:00,United Kingdom,1,244.8,43,43,0.7120640024599474,1
12818,2011-09-10 12:50:00,Austria,1,1542.08,171,171,0.7114369215733735,1
17536,2011-09-10 12:50:00,United Kingdom,1,76.5,86,592,0.7113314660558101,1
14311,2011-09-10 12:50:00,United Kingdom,1,310.26,152,477,0.7113186452086341,1
15388,2011-09-10 12:50:00,Canada,1,140.54,179,179,0.7112219917551186,1
15683,2011-09-10 12:50:00,United Kingdom,1,193.75,26,383,0.71112783607663,1
14705,2011-09-10 12:50:00,United Kingdom,1,179.0,108,108,0.7111100056594826,1
14076,2011-09-10 12:50:00,United Kingdom,1,118.67,38,38,0.7110582076622144,1
16624,2011-09-10 12:50:00,United Kingdom,1,426.43,106,106,0.710744473626044,1
15541,2011-09-10 12:50:00,United Kingdom,1,85.13000000000001,23,23,0.7102243043520832,1
17278,2011-09-10 12:50:00,United Kingdom,1,246.04,150,474,0.7099030290942311,1
15047,2011-09-10 12:50:00,United Kingdom,1,343.62,179,179,0.7086238115373219,1
16526,2011-09-10 12:50:00,United Kingdom,1,290.36,81,493,0.7079810237523257,1
16063,2011-09-10 12:50:00,United Kingdom,1,335.32,169,169,0.7079101069484449,1
17900,2011-09-10 12:50:00,United Kingdom,2,112.19999999999999,99,99,0.7078781307479703,1
16450,2011-09-10 12:50:00,United Kingdom,1,311.92,59,565,0.7075782227933881,1
17574,2011-09-10 12:50:00,United Kingdom,1,185.65,152,152,0.7073479769486098,1
12622,2011-09-10 12:50:00,Germany,1,180.1,141,141,0.7073170704310217,1
15292,2011-09-10 12:50:00,United Kingdom,1,178.39,110,110,0.7071755794280765,1
17234,2011-09-10 12:50:00,United Kingdom,1,149.89000000000001,92,92,0.7071017204475626,1
14476,2011-09-10 12:50:00,United Kingdom,1,193.0,166,166,0.7067522112950356,1
15333,2011-09-10 12:50:00,United Kingdom,1,1028.56,117,117,0.7062636204575866,1
17698,2011-09-10 12:50:00,United Kingdom,1,154.95,170,170,0.7062218388056621,1
15119,2011-09-10 12:50:00,United Kingdom,1,266.4,155,155,0.7057981382400345,1
15897,2011-09-10 12:50:00,United Kingdom,2,208.59,103,103,0.7057304278735314,1
14041,2011-09-10 12:50:00,United Kingdom,1,141.41,175,175,0.7055194041930337,1
14633,2011-09-10 12:50:00,United Kingdom,1,344.90000000000003,175,175,0.7049863866101023,1
16965,2011-09-10 12:50:00,United Kingdom,1,201.19,136,136,0.7048889379237676,1
14689,2011-09-10 12:50:00,United Kingdom,1,112.8,118,118,0.7036387386894396,1
16581,2011-09-10 12:50:00,United Kingdom,1,105.84,92,92,0.7036083344475667,1
18120,2011-09-10 12:50:00,United Kingdom,1,111.15,123,123,0.7034643029701552,1
14847,2011-09-10 12:50:00,United Kingdom,1,309.4,58,474,0.7034237525044822,1
14964,2011-09-10 12:50:00,United Kingdom,1,206.21,156,156,0.7030818713564149,1
13699,2011-09-10 12:50:00,United Kingdom,1,308.58000000000004,64,459,0.7030322040467402,1
15007,2011-09-10 12:50:00,United Kingdom,1,156.91,68,68,0.7025611861125869,1
13712,2011-09-10 12:50:00,United Kingdom,1,228.84,156,520,0.7021177652793896,1
16018,2011-09-10 12:50:00,United Kingdom,1,161.9,89,641,0.7020835506454879,1
14886,2011-09-10 12:50:00,United Kingdom,1,364.8,162,162,0.702079970233119,1
14241,2011-09-10 12:50:00,United Kingdom,1,213.70000000000002,93,605,0.7019701770214102,1
16097,2011-09-10 12:50:00,United Kingdom,1,185.04999999999998,149,149,0.7019048649956656,1
16902,2011-09-10 12:50:00,United Kingdom,1,1706.88,25,25,0.7014791514301109,1
12394,2011-09-10 12:50:00,Belgium,1,381.08,126,126,0.701291840566627,1
17701,2011-09-10 12:50:00,United Kingdom,1,417.95,162,162,0.7007291572711581,1
16674,2011-09-10 12:50:00,United Kingdom,1,115.1,7,7,0.700507434678318,1
14888,2011-09-10 12:50:00,United Kingdom,1,369.2,116,116,0.7002523673504677,1
14288,2011-09-10 12:50:00,United Kingdom,1,426.6,122,122,0.6998687396696143,1
14591,2011-09-10 12:50:00,United Kingdom,1,204.02,122,122,0.6997274786735659,1
14542,2011-09-10 12:50:00,United Kingdom,1,103.25,95,95,0.6997141911090835,1
14658,2011-09-10 12:50:00,United Kingdom,1,123.14,26,26,0.69923953719656,1
14173,2011-09-10 12:50:00,United Kingdom,1,114.04,128,640,0.6990248627602215,1
15703,2011-09-10 12:50:00,United Kingdom,1,211.5,174,174,0.6990238993586776,1
18146,2011-09-10 12:50:00,United Kingdom,2,160.35000000000002,50,129,0.6990050680025269,1
17893,2011-09-10 12:50:00,United Kingdom,1,107.21,134,134,0.6987065899754685,1
13500,2011-09-10 12:50:00,United Kingdom,1,326.4,32,310,0.6984751788617045,1
13525,2011-09-10 12:50:00,United Kingdom,1,282.88,157,157,0.6982088411635415,1
14731,2011-09-10 12:50:00,United Kingdom,2,251.01999999999998,115,121,0.6980378027396695,1
16022,2011-09-10 12:50:00,United Kingdom,1,602.63,169,169,0.6976106805525096,1
17887,2011-09-10 12:50:00,United Kingdom,1,111.35,38,38,0.6973656719699636,1
14645,2011-09-10 12:50:00,United Kingdom,1,356.99,66,544,0.6971513633617822,1
18027,2011-09-10 12:50:00,United Kingdom,1,115.31,8,8,0.6970596638072557,1
15705,2011-09-10 12:50:00,United Kingdom,1,143.1,110,110,0.6970352246103163,1
17486,2011-09-10 12:50:00,United Kingdom,1,396.87,170,170,0.6969559993166992,1
14997,2011-09-10 12:50:00,United Kingdom,1,155.28,87,565,0.6968839164790033,1
13887,2011-09-10 12:50:00,United Kingdom,1,349.55,113,113,0.6965388837442127,1
16178,2011-09-10 12:50:00,United Kingdom,1,197.9,47,310,0.6965360417076969,1
12821,2011-09-10 12:50:00,United Kingdom,1,92.72,123,520,0.6962610932091217,1
17898,2011-09-10 12:50:00,United Kingdom,1,99.84,116,476,0.6955885715237593,1
15935,2011-09-10 12:50:00,United Kingdom,2,416.86,148,151,0.6954592351258193,1
16852,2011-09-10 12:50:00,United Kingdom,1,113.06,85,85,0.6954399092348414,1
18227,2011-09-10 12:50:00,United Kingdom,1,93.75,127,393,0.6952603215426735,1
16185,2011-09-10 12:50:00,United Kingdom,1,335.0,142,474,0.6950448005772033,1
15135,2011-09-10 12:50:00,United Kingdom,1,139.05,148,465,0.6948913681246996,1
16297,2011-09-10 12:50:00,United Kingdom,1,301.9,178,178,0.6943863146751393,1
15749,2011-09-10 12:50:00,United Kingdom,1,21535.9,144,241,0.6940509069787059,1
16961,2011-09-10 12:50:00,United Kingdom,1,234.17,25,441,0.6940247965331828,1
13109,2011-09-10 12:50:00,United Kingdom,1,369.85,66,460,0.6937195285415555,1
13621,2011-09-10 12:50:00,United Kingdom,1,213.85,26,26,0.6936774174999121,1
13194,2011-09-10 12:50:00,United Kingdom,1,60.7,45,331,0.6934964129925906,1
14436,2011-09-10 12:50:00,United Kingdom,1,89.06,8,463,0.6928477096113714,1
17892,2011-09-10 12:50:00,United Kingdom,1,142.1,64,64,0.6923159552188973,1
16834,2011-09-10 12:50:00,United Kingdom,1,413.46,137,583,0.6918791185365794,1
17783,2011-09-10 12:50:00,United Kingdom,1,112.41,157,422,0.6917129098639401,1
18133,2011-09-10 12:50:00,United Kingdom,1,931.4999999999999,121,121,0.6916983414033494,1
17217,2011-09-10 12:50:00,United Kingdom,1,113.5,143,528,0.6916414243875613,1
16976,2011-09-10 12:50:00,United Kingdom,1,251.51999999999998,176,176,0.6915674660759641,1
16247,2011-09-10 12:50:00,United Kingdom,1,114.56,79,79,0.6913075765859701,1
14406,2011-09-10 12:50:00,United Kingdom,1,156.75,28,28,0.6909901355619709,1
14647,2011-09-10 12:50:00,United Kingdom,1,236.04000000000002,110,432,0.6909838113507158,1
17991,2011-09-10 12:50:00,United Kingdom,2,93.35000000000001,134,501,0.690775864447403,1
17367,2011-09-10 12:50:00,United Kingdom,1,167.55,147,147,0.6907707701047886,1
14957,2011-09-10 12:50:00,United Kingdom,1,58.49,162,554,0.6907390058708927,1
13918,2011-09-10 12:50:00,United Kingdom,1,198.2,162,162,0.6905566184920475,1
17248,2011-09-10 12:50:00,United Kingdom,1,318.65,29,391,0.6905176684531953,1
15063,2011-09-10 12:50:00,United Kingdom,1,370.79999999999995,122,122,0.6904082329133248,1
14636,2011-09-10 12:50:00,United Kingdom,1,300.19,178,178,0.6903709710038884,1
15552,2011-09-10 12:50:00,United Kingdom,1,90.12,126,532,0.6902790882767659,1
15163,2011-09-10 12:50:00,United Kingdom,1,155.0,101,101,0.6902483322722899,1
16457,2011-09-10 12:50:00,United Kingdom,1,208.36,127,127,0.6892542706032122,1
17187,2011-09-10 12:50:00,United Kingdom,1,203.95,136,435,0.6892537098701901,1
16810,2011-09-10 12:50:00,United Kingdom,1,309.54,101,329,0.6890504288836574,1
15840,2011-09-10 12:50:00,United Kingdom,1,241.74,82,82,0.6890459715907484,1
15130,2011-09-10 12:50:00,United Kingdom,1,330.11,79,79,0.6883897611660049,1
15630,2011-09-10 12:50:00,United Kingdom,1,396.86,114,553,0.6882080888307582,1
17697,2011-09-10 12:50:00,United Kingdom,1,338.95,145,145,0.6881940051185533,1
13389,2011-09-10 12:50:00,United Kingdom,1,257.89,142,142,0.6878673212035945,1
17531,2011-09-10 12:50:00,United Kingdom,1,296.7,99,527,0.687844854479523,1
12690,2011-09-10 12:50:00,France,1,389.01,115,115,0.6875464151462907,1
16671,2011-09-10 12:50:00,United Kingdom,1,1382.88,74,74,0.6875451835159742,1
17245,2011-09-10 12:50:00,United Kingdom,1,171.45,114,598,0.6874891250690783,1
18246,2011-09-10 12:50:00,United Kingdom,1,232.9,142,519,0.686375895547807,1
17763,2011-09-10 12:50:00,United Kingdom,1,15.0,172,568,0.6860462040330484,1
15608,2011-09-10 12:50:00,United Kingdom,1,285.68,30,325,0.6857200306609315,1
13618,2011-09-10 12:50:00,United Kingdom,1,177.34,83,83,0.6856841967188663,1
17309,2011-09-10 12:50:00,United Kingdom,1,82.75,4,582,0.6851925747967962,1
13300,2011-09-10 12:50:00,United Kingdom,1,371.89,78,483,0.6848851455121051,1
15690,2011-09-10 12:50:00,United Kingdom,1,111.0,10,10,0.6841269771213168,1
15042,2011-09-10 12:50:00,United Kingdom,1,135.93,108,504,0.6838451162688354,1
17958,2011-09-10 12:50:00,United Kingdom,1,508.4599999999999,26,637,0.6835722503014433,1
17514,2011-09-10 12:50:00,United Kingdom,1,208.65,37,578,0.6835533448179348,1
16721,2011-09-10 12:50:00,United Kingdom,1,292.47,171,171,0.6831908990829941,1
15405,2011-09-10 12:50:00,United Kingdom,1,349.1,98,485,0.6831531714547707,1
13216,2011-09-10 12:50:00,United Kingdom,1,333.74,177,177,0.6829016778421588,1
17866,2011-09-10 12:50:00,United Kingdom,1,329.65,52,634,0.6828778561109679,1
15105,2011-09-10 12:50:00,United Kingdom,1,532.98,44,536,0.6827599184090734,1
12639,2011-09-10 12:50:00,Sweden,1,486.1,148,537,0.682642530351639,1
14619,2011-09-10 12:50:00,United Kingdom,1,394.44,155,450,0.6825173961273511,1
16714,2011-09-10 12:50:00,United Kingdom,1,15.0,128,580,0.682509026827004,1
15639,2011-09-10 12:50:00,United Kingdom,1,425.32,43,514,0.6816988792423508,1
14873,2011-09-10 12:50:00,United Kingdom,1,519.68,119,543,0.681638528599631,1
13404,2011-09-10 12:50:00,United Kingdom,1,217.81,122,122,0.6810495098339366,1
15781,2011-09-10 12:50:00,United Kingdom,1,127.95000000000002,47,215,0.6804829481808928,1
15225,2011-09-10 12:50:00,United Kingdom,1,409.40000000000003,143,143,0.679789559903812,1
16142,2011-09-10 12:50:00,United Kingdom,1,535.34,159,159,0.6796843860367364,1
15186,2011-09-10 12:50:00,United Kingdom,1,229.26,77,606,0.6784100154408499,1
17120,2011-09-10 12:50:00,United Kingdom,1,307.46,142,142,0.6782338787958604,1
15729,2011-09-10 12:50:00,United Kingdom,1,85.0,122,312,0.6781047015230115,1
12648,2011-09-10 12:50:00,Germany,1,318.05,64,610,0.6780749233251622,1
14079,2011-09-10 12:50:00,United Kingdom,1,375.1,34,591,0.6777061699948196,1
14108,2011-09-10 12:50:00,United Kingdom,1,291.33,11,647,0.677551409303418,1
15655,2011-09-10 12:50:00,United Kingdom,1,560.67,152,152,0.6773761068671449,1
13482,2011-09-10 12:50:00,United Kingdom,1,184.64,141,537,0.676851382805969,1
17970,2011-09-10 12:50:00,United Kingdom,1,562.79,120,120,0.6768002675707779,1
16557,2011-09-10 12:50:00,United Kingdom,1,101.15,46,46,0.6763762115147892,1
15139,2011-09-10 12:50:00,United Kingdom,1,56.86,149,246,0.6762346332789246,1
12353,2011-09-10 12:50:00,Bahrain,1,89.0,113,318,0.6758894122936338,1
18127,2011-09-10 12:50:00,United Kingdom,1,139.6,43,312,0.6758734106457408,1
13121,2011-09-10 12:50:00,United Kingdom,1,283.73,178,178,0.6756921745343891,1
12580,2011-09-10 12:50:00,Germany,1,415.7,156,486,0.6756828320241385,1
14029,2011-09-10 12:50:00,United Kingdom,1,165.20000000000002,53,53,0.6755773133832789,1
17408,2011-09-10 12:50:00,United Kingdom,1,32.65,72,423,0.6755027076876757,1
14622,2011-09-10 12:50:00,United Kingdom,1,320.58000000000004,94,94,0.6754595347953258,1
16498,2011-09-10 12:50:00,United Kingdom,2,100.97,70,71,0.6752945307979552,1
15866,2011-09-10 12:50:00,United Kingdom,1,211.89,10,10,0.6748247624981883,1
17670,2011-09-10 12:50:00,United Kingdom,1,205.7,137,137,0.674690981896493,1
12620,2011-09-10 12:50:00,France,1,561.66,114,114,0.6742406666685841,1
